ID,Category,Skills
3453,Product Manager,"Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
3454,ML Engineer,"Keras, TensorFlow, Python"
3455,ML Engineer,"TensorFlow, PyTorch, Keras, Cloud, Python"
3456,Data Analyst,"Power BI, Data Cleaning, Reporting, SQL, Tableau, Excel"
3457,Software Engineer,"Spring Boot, Java, REST APIs, Docker, Agile"
3458,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories"
3459,Product Manager,"Stakeholder Management, Product Roadmap, Scrum"
3460,ML Engineer,"TensorFlow, Computer Vision, PyTorch"
3461,ML Engineer,"MLOps, Cloud, Keras, PyTorch, TensorFlow, Python"
3462,Data Analyst,"Tableau, Power BI, SQL, Data Cleaning, Reporting, Excel"
3463,Data Analyst,"Data Cleaning, SQL, Excel, Power BI, Reporting"
3464,ML Engineer,"Python, Cloud, MLOps"
3465,ML Engineer,"PyTorch, Cloud, TensorFlow, MLOps, Computer Vision, Keras, Python"
3466,ML Engineer,"MLOps, Keras, Python"
3467,Data Analyst,"NLP, Statistics, Pandas, Deep Learning, SQL"
3468,Software Engineer,"System Design, REST APIs, Git, Docker, Spring Boot, Agile, Java"
3469,Product Manager,"User Stories, Product Roadmap, Scrum, Agile"
3470,Product Manager,"Stakeholder Management, Agile, Product Roadmap, Scrum"
3471,Data Analyst,"SQL, Reporting, Power BI"
3472,Product Manager,"Product Roadmap, Agile, Scrum, User Stories, Stakeholder Management"
3473,ML Engineer,"PyTorch, MLOps, Keras, TensorFlow"
3474,ML Engineer,"Computer Vision, TensorFlow, Keras, PyTorch, MLOps, Cloud"
3475,Data Analyst,"Data Cleaning, SQL, Tableau, Power BI, Reporting"
3476,Software Engineer,"Agile, System Design, Git, REST APIs"
3477,Data Analyst,"Pandas, Python, NLP"
3478,ML Engineer,"Computer Vision, Python, Cloud, MLOps, PyTorch, Keras, TensorFlow"
3479,Data Analyst,"Statistics, NLP, Deep Learning, Python, Pandas"
3480,Data Analyst,"NLP, Pandas, Python, Statistics, Machine Learning"
3481,Software Engineer,"System Design, Agile, Docker, REST APIs"
3482,Data Analyst,"NLP, Statistics, Pandas"
3483,Data Analyst,"Power BI, Excel, Data Cleaning, Reporting, Tableau, SQL"
3484,Data Analyst,"Tableau, Data Cleaning, Reporting, SQL, Excel, Power BI"
3485,Software Engineer,"Git, Docker, System Design"
3486,Software Engineer,"REST APIs, Spring Boot, Agile, System Design, Docker"
3487,ML Engineer,"Computer Vision, MLOps, Keras, Cloud, Python"
3488,Product Manager,"Agile, Scrum, Product Roadmap, User Stories"
3489,Data Analyst,"SQL, Deep Learning, Machine Learning, NLP, Pandas, Python"
3490,Data Analyst,"NLP, Deep Learning, Machine Learning, Python, SQL"
3491,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
3492,ML Engineer,"TensorFlow, Python, MLOps, PyTorch, Cloud"
3493,Data Analyst,"Tableau, Reporting, Data Cleaning"
3494,ML Engineer,"PyTorch, Computer Vision, Keras, TensorFlow, MLOps, Cloud"
3495,ML Engineer,"TensorFlow, PyTorch, MLOps"
3496,Product Manager,"Scrum, Stakeholder Management, User Stories, Product Roadmap, Agile"
3497,Software Engineer,"Java, REST APIs, System Design, Spring Boot, Docker, Agile"
3498,ML Engineer,"PyTorch, MLOps, Keras, Computer Vision, TensorFlow"
3499,Data Analyst,"Data Cleaning, Power BI, Tableau, Reporting"
3500,Product Manager,"Agile, Stakeholder Management, User Stories, Scrum, Product Roadmap"
3501,Software Engineer,"Spring Boot, Java, REST APIs, System Design, Agile"
3502,Product Manager,"User Stories, Stakeholder Management, Scrum, Product Roadmap"
3503,Data Analyst,"Reporting, Power BI, Tableau, Data Cleaning, SQL, Excel"
3504,Data Analyst,"Deep Learning, NLP, Machine Learning, Python, SQL, Pandas"
3505,ML Engineer,"Computer Vision, Python, Keras, MLOps, Cloud, PyTorch"
3506,Data Analyst,"Excel, Reporting, Data Cleaning, SQL"
3507,Product Manager,"Scrum, Agile, User Stories"
3508,Data Analyst,"Power BI, Tableau, SQL, Excel, Reporting"
3509,Product Manager,"Stakeholder Management, Scrum, Product Roadmap, Agile, User Stories"
3510,Software Engineer,"Spring Boot, Agile, Java, Git"
3511,Data Analyst,"Python, Pandas, Deep Learning"
3512,Product Manager,"Product Roadmap, User Stories, Scrum"
3513,Data Analyst,"Python, Statistics, Machine Learning, SQL, Deep Learning"
3514,ML Engineer,"Python, TensorFlow, PyTorch, Keras, Cloud, MLOps, Computer Vision"
3515,Data Analyst,"Machine Learning, Deep Learning, Python, Pandas, NLP, SQL, Statistics"
3516,Product Manager,"Product Roadmap, Agile, User Stories, Scrum"
3517,Product Manager,"Stakeholder Management, Scrum, Agile, User Stories"
3518,Data Analyst,"Statistics, NLP, Python, SQL"
3519,Product Manager,"Stakeholder Management, Agile, Product Roadmap, User Stories, Scrum"
3520,Product Manager,"Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
3521,ML Engineer,"PyTorch, Computer Vision, Keras"
3522,Data Analyst,"Python, Deep Learning, Machine Learning, Statistics, NLP, SQL, Pandas"
3523,ML Engineer,"Keras, Cloud, MLOps, PyTorch, TensorFlow, Python"
3524,Product Manager,"Scrum, Stakeholder Management, Agile"
3525,Product Manager,"User Stories, Scrum, Agile, Stakeholder Management"
3526,Data Analyst,"NLP, Statistics, SQL, Machine Learning, Pandas, Deep Learning, Python"
3527,ML Engineer,"TensorFlow, MLOps, Computer Vision"
3528,ML Engineer,"MLOps, TensorFlow, Python"
3529,ML Engineer,"PyTorch, Computer Vision, TensorFlow"
3530,Data Analyst,"NLP, Deep Learning, Python, SQL, Machine Learning, Pandas, Statistics"
3531,ML Engineer,"TensorFlow, PyTorch, Python, MLOps, Cloud, Keras, Computer Vision"
3532,Software Engineer,"Spring Boot, System Design, REST APIs, Docker, Java, Agile, Git"
3533,Product Manager,"Stakeholder Management, Agile, Scrum, User Stories, Product Roadmap"
3534,ML Engineer,"Computer Vision, Keras, Python, TensorFlow, MLOps, PyTorch, Cloud"
3535,Data Analyst,"Data Cleaning, SQL, Excel, Tableau"
3536,Data Analyst,"Machine Learning, NLP, Deep Learning, Pandas, Statistics, SQL"
3537,Software Engineer,"Git, Spring Boot, Java, Docker, System Design"
3538,Data Analyst,"Pandas, Machine Learning, Python, NLP, Deep Learning, Statistics"
3539,Product Manager,"Stakeholder Management, Product Roadmap, Agile, Scrum"
3540,Data Analyst,"Power BI, Data Cleaning, Tableau, Reporting"
3541,Product Manager,"Stakeholder Management, Scrum, User Stories, Product Roadmap"
3542,Data Analyst,"Statistics, Deep Learning, NLP, Machine Learning, Python, SQL, Pandas"
3543,Product Manager,"Stakeholder Management, Scrum, User Stories, Product Roadmap"
3544,Product Manager,"Agile, Scrum, Product Roadmap, User Stories"
3545,ML Engineer,"Keras, Python, Cloud"
3546,Software Engineer,"Agile, Docker, Spring Boot, Java"
3547,Data Analyst,"Excel, Reporting, Tableau, SQL, Data Cleaning"
3548,ML Engineer,"Computer Vision, Python, MLOps, PyTorch, TensorFlow"
3549,Data Analyst,"Deep Learning, Pandas, Statistics, NLP, Machine Learning, SQL, Python"
3550,ML Engineer,"Computer Vision, PyTorch, Cloud, MLOps"
3551,Product Manager,"User Stories, Product Roadmap, Scrum, Agile, Stakeholder Management"
3552,Software Engineer,"Spring Boot, Java, Git, Docker"
3553,Software Engineer,"Spring Boot, Agile, System Design, Git"
3554,Software Engineer,"REST APIs, Docker, Git, Agile, System Design, Spring Boot"
3555,Product Manager,"Agile, Product Roadmap, Scrum, Stakeholder Management"
3556,ML Engineer,"Computer Vision, Cloud, Python, MLOps, Keras, PyTorch, TensorFlow"
3557,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Agile"
3558,ML Engineer,"Cloud, Computer Vision, MLOps"
3559,Software Engineer,"Java, REST APIs, Spring Boot, Git, Agile, Docker, System Design"
3560,ML Engineer,"Keras, TensorFlow, Cloud, MLOps, PyTorch"
3561,Data Analyst,"Data Cleaning, Reporting, Excel, SQL"
3562,Data Analyst,"SQL, Pandas, Deep Learning, NLP, Machine Learning, Python, Statistics"
3563,Product Manager,"User Stories, Product Roadmap, Agile, Stakeholder Management, Scrum"
3564,Software Engineer,"Agile, System Design, Git, REST APIs, Spring Boot, Java, Docker"
3565,Software Engineer,"REST APIs, Docker, Git, Java, Spring Boot, System Design, Agile"
3566,Data Analyst,"Tableau, Data Cleaning, Excel, Power BI"
3567,Data Analyst,"Data Cleaning, Tableau, SQL, Excel, Reporting, Power BI"
3568,Product Manager,"User Stories, Scrum, Product Roadmap"
3569,Product Manager,"Product Roadmap, User Stories, Agile"
3570,Data Analyst,"Pandas, NLP, SQL"
3571,Data Analyst,"Excel, Tableau, Data Cleaning, SQL, Reporting, Power BI"
3572,Product Manager,"Agile, User Stories, Stakeholder Management, Product Roadmap, Scrum"
3573,ML Engineer,"PyTorch, TensorFlow, Keras, MLOps, Python"
3574,ML Engineer,"PyTorch, Python, TensorFlow, Cloud, MLOps"
3575,Software Engineer,"Git, Agile, Java, System Design"
3576,Product Manager,"Agile, Product Roadmap, Scrum, User Stories"
3577,ML Engineer,"Keras, Python, Cloud, Computer Vision, TensorFlow"
3578,Data Analyst,"Python, NLP, Statistics, Machine Learning, Deep Learning, Pandas, SQL"
3579,Product Manager,"Scrum, User Stories, Agile"
3580,ML Engineer,"TensorFlow, Cloud, Computer Vision, Python, Keras, PyTorch"
3581,Software Engineer,"Spring Boot, REST APIs, Git, Java, Docker"
3582,Software Engineer,"Agile, Docker, Java"
3583,ML Engineer,"PyTorch, Python, Keras, Cloud, MLOps"
3584,Data Analyst,"Pandas, Deep Learning, Machine Learning, SQL, Statistics, NLP, Python"
3585,ML Engineer,"PyTorch, Python, Keras, MLOps, TensorFlow, Cloud"
3586,Software Engineer,"Agile, Java, Spring Boot, Docker"
3587,ML Engineer,"MLOps, Keras, Python"
3588,ML Engineer,"Computer Vision, PyTorch, MLOps, Keras, Python, Cloud, TensorFlow"
3589,Software Engineer,"System Design, Java, Git, Spring Boot, Agile"
3590,Software Engineer,"Docker, REST APIs, Agile, Spring Boot, System Design, Git, Java"
3591,Product Manager,"User Stories, Stakeholder Management, Agile"
3592,Data Analyst,"Pandas, Python, Deep Learning"
3593,Software Engineer,"System Design, Git, Spring Boot"
3594,ML Engineer,"Keras, Cloud, Computer Vision, Python, PyTorch"
3595,Data Analyst,"NLP, Machine Learning, Python, Statistics, Deep Learning"
3596,Product Manager,"Stakeholder Management, Agile, User Stories, Scrum"
3597,Data Analyst,"Machine Learning, NLP, Python"
3598,ML Engineer,"Keras, PyTorch, TensorFlow"
3599,ML Engineer,"Computer Vision, Keras, Python, TensorFlow, PyTorch, MLOps, Cloud"
3600,Data Analyst,"Machine Learning, Pandas, Python"
3601,Data Analyst,"Pandas, Python, NLP"
3602,Software Engineer,"Java, Docker, Agile, Spring Boot"
3603,ML Engineer,"MLOps, Cloud, Computer Vision, PyTorch, Python, Keras, TensorFlow"
3604,Product Manager,"Agile, Stakeholder Management, User Stories, Product Roadmap"
3605,Product Manager,"Stakeholder Management, Product Roadmap, User Stories"
3606,Data Analyst,"Excel, Power BI, Tableau, Reporting, Data Cleaning"
3607,ML Engineer,"Python, MLOps, PyTorch, Computer Vision, TensorFlow, Keras, Cloud"
3608,Software Engineer,"Agile, Docker, Git, System Design, REST APIs"
3609,Software Engineer,"Git, Agile, Spring Boot"
3610,ML Engineer,"PyTorch, Python, MLOps, Computer Vision, TensorFlow"
3611,Data Analyst,"Reporting, Power BI, Excel"
3612,Data Analyst,"Reporting, SQL, Excel, Data Cleaning, Tableau, Power BI"
3613,Software Engineer,"REST APIs, Docker, Spring Boot, Java, Agile, Git, System Design"
3614,Data Analyst,"Excel, SQL, Power BI, Data Cleaning"
3615,Data Analyst,"Python, Statistics, SQL, Machine Learning"
3616,ML Engineer,"Computer Vision, Python, Cloud, PyTorch, TensorFlow, MLOps, Keras"
3617,Product Manager,"Stakeholder Management, Agile, Scrum, User Stories, Product Roadmap"
3618,ML Engineer,"Computer Vision, Keras, PyTorch, Cloud, MLOps, TensorFlow"
3619,Data Analyst,"NLP, SQL, Machine Learning, Statistics, Deep Learning, Pandas, Python"
3620,Data Analyst,"Excel, Power BI, Reporting"
3621,Data Analyst,"Pandas, Deep Learning, SQL, Machine Learning, Statistics, Python"
3622,Data Analyst,"Python, Deep Learning, Pandas, Machine Learning, NLP, SQL, Statistics"
3623,Data Analyst,"SQL, Deep Learning, Python"
3624,Data Analyst,"Tableau, Excel, Data Cleaning, Power BI, SQL"
3625,Data Analyst,"SQL, Excel, Reporting, Power BI, Tableau"
3626,Software Engineer,"Java, Docker, Spring Boot"
3627,Software Engineer,"Java, Agile, REST APIs, System Design, Docker, Spring Boot, Git"
3628,Data Analyst,"Machine Learning, Statistics, Pandas, Deep Learning, SQL"
3629,Product Manager,"Scrum, Agile, Product Roadmap, Stakeholder Management"
3630,ML Engineer,"Keras, MLOps, TensorFlow"
3631,Software Engineer,"Spring Boot, System Design, Agile, Git"
3632,Product Manager,"Stakeholder Management, Product Roadmap, Agile"
3633,Data Analyst,"Excel, Reporting, Tableau, Power BI, SQL, Data Cleaning"
3634,ML Engineer,"Keras, PyTorch, Cloud, Python, Computer Vision, MLOps"
3635,Software Engineer,"Spring Boot, Agile, System Design, Git, Java, Docker"
3636,Data Analyst,"Excel, SQL, Data Cleaning, Power BI, Tableau"
3637,ML Engineer,"Python, MLOps, Cloud, Keras, TensorFlow, Computer Vision, PyTorch"
3638,ML Engineer,"TensorFlow, PyTorch, Computer Vision, Keras, Python, Cloud, MLOps"
3639,Data Analyst,"Machine Learning, Statistics, NLP, Pandas, Python"
3640,Data Analyst,"Data Cleaning, SQL, Excel, Tableau, Reporting"
3641,Data Analyst,"Excel, Data Cleaning, Tableau"
3642,Product Manager,"Agile, Scrum, Stakeholder Management"
3643,Data Analyst,"Data Cleaning, SQL, Reporting"
3644,Software Engineer,"REST APIs, Spring Boot, Git, Docker, System Design, Java"
3645,ML Engineer,"Computer Vision, Python, Cloud, MLOps, PyTorch, Keras, TensorFlow"
3646,Product Manager,"Product Roadmap, Scrum, Agile, User Stories"
3647,Data Analyst,"Pandas, Statistics, NLP, Machine Learning, Python, SQL, Deep Learning"
3648,ML Engineer,"Cloud, Python, PyTorch"
3649,ML Engineer,"Keras, Computer Vision, Python, PyTorch"
3650,Data Analyst,"Deep Learning, SQL, Machine Learning"
3651,ML Engineer,"Cloud, MLOps, Keras, TensorFlow, Computer Vision"
3652,ML Engineer,"PyTorch, TensorFlow, Keras, Cloud, MLOps"
3653,Product Manager,"Stakeholder Management, Product Roadmap, Scrum, Agile"
3654,Product Manager,"User Stories, Stakeholder Management, Agile"
3655,Software Engineer,"REST APIs, Java, Agile, Git"
3656,ML Engineer,"Cloud, Python, Computer Vision, TensorFlow, MLOps"
3657,Data Analyst,"SQL, Python, Statistics, NLP"
3658,ML Engineer,"Python, Keras, Cloud, PyTorch"
3659,Product Manager,"Product Roadmap, Scrum, Stakeholder Management, Agile, User Stories"
3660,ML Engineer,"TensorFlow, PyTorch, Python, Keras"
3661,Product Manager,"Stakeholder Management, Product Roadmap, Agile, User Stories"
3662,Data Analyst,"Excel, Tableau, Reporting"
3663,Software Engineer,"Java, Git, Agile"
3664,Data Analyst,"SQL, Tableau, Power BI, Data Cleaning, Excel, Reporting"
3665,Data Analyst,"Python, Statistics, Deep Learning, Machine Learning"
3666,Data Analyst,"Machine Learning, Deep Learning, NLP, SQL, Pandas"
3667,Data Analyst,"Tableau, Excel, Data Cleaning"
3668,ML Engineer,"TensorFlow, Python, Keras"
3669,Data Analyst,"Statistics, Machine Learning, NLP, SQL, Python"
3670,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
3671,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories, Product Roadmap"
3672,Software Engineer,"Git, Docker, Spring Boot, REST APIs, Agile"
3673,ML Engineer,"MLOps, Cloud, TensorFlow"
3674,Product Manager,"Stakeholder Management, Agile, Product Roadmap"
3675,Product Manager,"Agile, Stakeholder Management, Scrum, User Stories"
3676,Software Engineer,"Agile, System Design, Spring Boot"
3677,Data Analyst,"Power BI, SQL, Tableau"
3678,Data Analyst,"Data Cleaning, SQL, Power BI, Reporting"
3679,Data Analyst,"Reporting, Tableau, Excel, Data Cleaning, Power BI"
3680,Data Analyst,"Pandas, Deep Learning, SQL, Statistics, Python"
3681,Data Analyst,"Statistics, Machine Learning, Deep Learning, SQL, Pandas, NLP, Python"
3682,ML Engineer,"Computer Vision, Cloud, Keras"
3683,Data Analyst,"Deep Learning, Python, SQL"
3684,ML Engineer,"PyTorch, Python, MLOps, Cloud, Computer Vision, Keras, TensorFlow"
3685,Software Engineer,"System Design, Java, Git, Agile, Docker, Spring Boot"
3686,Product Manager,"User Stories, Stakeholder Management, Scrum"
3687,Data Analyst,"Python, SQL, Statistics"
3688,ML Engineer,"Python, Cloud, Keras, MLOps"
3689,ML Engineer,"Computer Vision, Python, Keras, TensorFlow, Cloud, MLOps"
3690,ML Engineer,"Computer Vision, Cloud, Python"
3691,Product Manager,"Product Roadmap, Scrum, User Stories"
3692,Data Analyst,"Data Cleaning, Tableau, Reporting, Power BI"
3693,Product Manager,"User Stories, Product Roadmap, Stakeholder Management"
3694,ML Engineer,"Computer Vision, PyTorch, Python, MLOps, Cloud, TensorFlow, Keras"
3695,ML Engineer,"Keras, TensorFlow, Computer Vision, PyTorch, Python, MLOps, Cloud"
3696,Product Manager,"Scrum, Product Roadmap, Agile, User Stories, Stakeholder Management"
3697,Software Engineer,"System Design, Agile, Git, Docker, Java, REST APIs, Spring Boot"
3698,Data Analyst,"Machine Learning, Deep Learning, Python"
3699,Data Analyst,"NLP, Deep Learning, Machine Learning, Statistics, Python, SQL, Pandas"
3700,ML Engineer,"Computer Vision, PyTorch, Python, Cloud"
3701,Data Analyst,"Reporting, Tableau, Data Cleaning"
3702,Product Manager,"Stakeholder Management, Agile, User Stories, Scrum"
3703,Product Manager,"Agile, Product Roadmap, User Stories, Scrum"
3704,Data Analyst,"Deep Learning, Machine Learning, Statistics, NLP"
3705,Data Analyst,"Data Cleaning, Tableau, Reporting, Power BI"
3706,Software Engineer,"Git, Java, System Design, Docker"
3707,Data Analyst,"Pandas, NLP, SQL, Python, Statistics, Deep Learning"
3708,Product Manager,"Product Roadmap, User Stories, Scrum, Stakeholder Management"
3709,Data Analyst,"Python, Deep Learning, NLP, Pandas"
3710,Software Engineer,"Git, Java, Spring Boot, Docker, Agile, REST APIs, System Design"
3711,Software Engineer,"Git, System Design, Agile, Spring Boot, Docker, Java, REST APIs"
3712,Data Analyst,"Statistics, SQL, Pandas, Python"
3713,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
3714,Data Analyst,"Tableau, Excel, Data Cleaning, SQL"
3715,ML Engineer,"PyTorch, Keras, Computer Vision, Python, TensorFlow, Cloud"
3716,ML Engineer,"Computer Vision, TensorFlow, Cloud, Python, PyTorch, Keras"
